date_time,"los+angeles,ca_maxtempC","los+angeles,ca_mintempC","los+angeles,ca_totalSnow_cm","los+angeles,ca_sunHour","los+angeles,ca_uvIndex","los+angeles,ca_uvIndex","los+angeles,ca_moon_illumination","los+angeles,ca_moonrise","los+angeles,ca_moonset","los+angeles,ca_sunrise","los+angeles,ca_sunset","los+angeles,ca_DewPointC","los+angeles,ca_FeelsLikeC","los+angeles,ca_HeatIndexC","los+angeles,ca_WindChillC","los+angeles,ca_WindGustKmph","los+angeles,ca_cloudcover","los+angeles,ca_humidity","los+angeles,ca_precipMM","los+angeles,ca_pressure","los+angeles,ca_tempC","los+angeles,ca_visibility","los+angeles,ca_winddirDegree","los+angeles,ca_windspeedKmph"
2018-12-28 12:00:00,15,11,0.0,8.7,4,4,55,11:50 PM,11:42 AM,06:58 AM,04:52 PM,-13,17,17,17,10,0,12,0.0,1020,15,10,55,8
2018-12-28 15:00:00,15,11,0.0,8.7,4,4,55,11:50 PM,11:42 AM,06:58 AM,04:52 PM,-8,19,19,19,2,0,16,0.0,1020,15,10,326,1
2018-12-28 18:00:00,15,11,0.0,8.7,4,0,55,11:50 PM,11:42 AM,06:58 AM,04:52 PM,-8,15,15,15,6,8,20,0.0,1023,13,10,359,5
2018-12-28 21:00:00,15,11,0.0,8.7,4,0,55,11:50 PM,11:42 AM,06:58 AM,04:52 PM,-9,13,13,13,1,14,22,0.0,1024,12,10,298,0
2018-12-29 00:00:00,16,10,0.0,8.7,4,0,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-6,15,15,15,6,0,22,0.0,1025,11,10,324,5
2018-12-29 03:00:00,16,10,0.0,8.7,4,0,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-4,16,15,16,5,0,27,0.0,1026,11,10,272,4
2018-12-29 06:00:00,16,10,0.0,8.7,4,0,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-6,13,13,13,7,0,25,0.0,1028,10,10,11,6
2018-12-29 09:00:00,16,10,0.0,8.7,4,4,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-11,17,17,17,2,0,14,0.0,1028,13,10,92,2
2018-12-29 12:00:00,16,10,0.0,8.7,4,5,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-13,19,19,19,9,0,11,0.0,1026,16,10,253,8
2018-12-29 15:00:00,16,10,0.0,8.7,4,5,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-5,17,17,17,10,3,22,0.0,1025,15,10,224,9
2018-12-29 18:00:00,16,10,0.0,8.7,4,0,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-2,15,15,15,9,3,30,0.0,1025,14,10,285,7
2018-12-29 21:00:00,16,10,0.0,8.7,4,0,48,No moonrise,12:16 PM,06:58 AM,04:52 PM,-2,15,15,15,4,3,32,0.0,1024,13,10,70,3
2018-12-30 00:00:00,16,11,0.0,8.7,4,0,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,-3,14,13,14,6,19,33,0.0,1023,12,10,327,4
2018-12-30 03:00:00,16,11,0.0,8.7,4,0,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,-3,14,14,14,3,6,32,0.0,1021,12,10,85,2
2018-12-30 06:00:00,16,11,0.0,8.7,4,0,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,1,16,16,16,0,0,37,0.0,1020,11,10,7,0
2018-12-30 09:00:00,16,11,0.0,8.7,4,4,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,2,18,18,18,5,0,35,0.0,1018,14,10,151,4
2018-12-30 12:00:00,16,11,0.0,8.7,4,5,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,1,18,18,18,12,0,31,0.0,1015,16,10,193,10
2018-12-30 15:00:00,16,11,0.0,8.7,4,5,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,5,16,16,16,9,3,47,0.0,1014,15,10,198,8
2018-12-30 18:00:00,16,11,0.0,8.7,4,0,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,8,16,16,16,7,0,60,0.0,1014,14,10,172,6
2018-12-30 21:00:00,16,11,0.0,8.7,4,0,40,12:52 AM,12:50 PM,06:58 AM,04:53 PM,9,12,13,12,15,35,79,0.0,1013,12,10,90,10
2018-12-31 00:00:00,16,11,0.0,8.7,4,0,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,10,14,13,14,4,22,82,0.0,1013,12,10,74,3
2018-12-31 03:00:00,16,11,0.0,8.7,4,0,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,10,12,12,12,6,70,86,0.0,1012,12,10,47,4
2018-12-31 06:00:00,16,11,0.0,8.7,4,0,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,9,12,12,12,3,21,82,0.0,1012,11,10,62,3
2018-12-31 09:00:00,16,11,0.0,8.7,4,4,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,7,15,15,15,4,12,56,0.0,1013,14,10,30,4
2018-12-31 12:00:00,16,11,0.0,8.7,4,5,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,0,16,16,16,14,14,34,0.1,1012,16,10,54,12
2018-12-31 15:00:00,16,11,0.0,8.7,4,5,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,-4,16,16,16,17,6,25,0.1,1012,15,10,38,14
2018-12-31 18:00:00,16,11,0.0,8.7,4,0,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,-9,14,14,14,14,3,21,0.0,1013,13,10,29,13
2018-12-31 21:00:00,16,11,0.0,8.7,4,0,36,01:54 AM,01:24 PM,06:58 AM,04:54 PM,-8,12,12,12,18,4,26,0.0,1014,11,10,35,10
2019-01-01 00:00:00,15,6,0.0,8.7,4,0,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-7,9,10,9,18,0,30,0.0,1016,9,10,21,10
2019-01-01 03:00:00,15,6,0.0,8.7,4,0,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-7,6,7,6,9,0,35,0.0,1017,6,10,14,9
2019-01-01 06:00:00,15,6,0.0,8.7,4,0,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-8,5,6,5,6,0,38,0.0,1019,5,10,122,5
2019-01-01 09:00:00,15,6,0.0,8.7,4,3,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-9,7,8,7,7,0,29,0.0,1021,8,10,240,6
2019-01-01 12:00:00,15,6,0.0,8.7,4,4,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-10,13,13,13,8,0,19,0.0,1022,12,10,14,6
2019-01-01 15:00:00,15,6,0.0,8.7,4,4,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-11,15,15,15,8,0,15,0.0,1021,14,10,21,8
2019-01-01 18:00:00,15,6,0.0,8.7,4,0,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-11,12,12,12,11,1,18,0.0,1021,11,10,135,11
2019-01-01 21:00:00,15,6,0.0,8.7,4,0,26,02:54 AM,02:00 PM,06:59 AM,04:55 PM,-10,9,9,9,14,29,25,0.0,1022,9,10,354,8
2019-01-02 00:00:00,16,5,0.0,8.7,4,0,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-9,6,7,6,14,55,32,0.0,1022,7,10,341,8
2019-01-02 03:00:00,16,5,0.0,8.7,4,0,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-8,4,5,4,10,4,39,0.0,1022,4,10,332,6
2019-01-02 06:00:00,16,5,0.0,8.7,4,0,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-7,4,4,4,9,2,44,0.0,1022,3,10,325,6
2019-01-02 09:00:00,16,5,0.0,8.7,4,3,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-8,8,8,8,5,0,31,0.0,1023,8,10,288,5
2019-01-02 12:00:00,16,5,0.0,8.7,4,4,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-8,14,14,14,7,0,19,0.0,1024,14,10,204,3
2019-01-02 15:00:00,16,5,0.0,8.7,4,5,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-5,16,16,16,14,0,23,0.0,1024,16,10,207,1
2019-01-02 18:00:00,16,5,0.0,8.7,4,0,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-1,13,14,13,13,0,39,0.0,1023,13,10,220,1
2019-01-02 21:00:00,16,5,0.0,8.7,4,0,19,03:53 AM,02:38 PM,06:59 AM,04:55 PM,-0,10,11,10,4,0,51,0.0,1024,9,10,172,2
2019-01-03 00:00:00,17,6,0.0,8.7,4,0,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-2,8,8,8,3,0,51,0.0,1025,7,10,139,3
2019-01-03 03:00:00,17,6,0.0,8.7,4,0,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-4,7,7,7,6,0,49,0.0,1024,6,10,351,4
2019-01-03 06:00:00,17,6,0.0,8.7,4,0,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-4,6,6,6,9,0,47,0.0,1024,6,10,334,5
2019-01-03 09:00:00,17,6,0.0,8.7,4,3,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-5,10,10,10,5,2,37,0.0,1023,10,10,302,3
2019-01-03 12:00:00,17,6,0.0,8.7,4,5,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-6,17,17,17,3,4,19,0.0,1021,17,10,232,0
2019-01-03 15:00:00,17,6,0.0,8.7,4,5,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,-2,17,17,17,10,2,26,0.0,1020,16,10,215,2
2019-01-03 18:00:00,17,6,0.0,8.7,4,0,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,1,14,14,14,10,0,43,0.0,1020,13,10,236,1
2019-01-03 21:00:00,17,6,0.0,8.7,4,0,11,04:51 AM,03:20 PM,06:59 AM,04:56 PM,3,11,11,11,4,0,59,0.0,1020,11,10,294,0
2019-01-04 00:00:00,18,7,0.0,8.7,4,0,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,2,10,10,10,3,0,57,0.0,1020,9,10,229,3
2019-01-04 03:00:00,18,7,0.0,8.7,4,0,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,0,9,9,9,4,0,55,0.0,1019,8,10,9,3
2019-01-04 06:00:00,18,7,0.0,8.7,4,0,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,-1,8,8,8,4,0,52,0.0,1018,7,10,12,2
2019-01-04 09:00:00,18,7,0.0,8.7,4,4,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,-3,11,11,11,4,0,40,0.0,1018,11,10,87,2
2019-01-04 12:00:00,18,7,0.0,8.7,4,5,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,-3,18,18,18,6,0,22,0.0,1016,18,10,205,2
2019-01-04 15:00:00,18,7,0.0,8.7,4,5,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,0,18,18,18,10,0,30,0.0,1015,17,10,186,1
2019-01-04 18:00:00,18,7,0.0,8.7,4,0,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,5,15,15,15,6,2,55,0.0,1015,14,10,195,0
2019-01-04 21:00:00,18,7,0.0,8.7,4,0,4,05:47 AM,04:05 PM,06:59 AM,04:57 PM,7,12,12,12,3,28,75,0.0,1016,11,10,199,0
2019-01-05 00:00:00,15,9,0.0,7.0,3,0,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,6,11,11,11,4,75,75,0.0,1016,10,10,153,3
2019-01-05 03:00:00,15,9,0.0,7.0,3,0,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,5,10,10,10,6,63,73,0.0,1015,9,10,123,1
2019-01-05 06:00:00,15,9,0.0,7.0,3,0,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,4,9,9,9,9,38,71,0.0,1014,9,10,121,0
2019-01-05 09:00:00,15,9,0.0,7.0,3,4,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,5,12,12,12,11,48,64,0.0,1015,11,10,134,5
2019-01-05 12:00:00,15,9,0.0,7.0,3,3,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,7,15,15,15,14,53,61,0.0,1014,15,10,157,6
2019-01-05 15:00:00,15,9,0.0,7.0,3,3,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,8,16,16,16,16,69,62,0.2,1013,15,10,143,7
2019-01-05 18:00:00,15,9,0.0,7.0,3,0,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,8,14,14,14,21,79,69,0.6,1014,14,9,122,3
2019-01-05 21:00:00,15,9,0.0,7.0,3,0,0,06:39 AM,04:54 PM,06:59 AM,04:58 PM,9,13,13,13,25,77,77,1.6,1014,12,8,106,5
2019-01-06 00:00:00,16,9,0.0,8.7,3,0,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,9,13,13,13,21,100,81,4.3,1014,12,7,124,5
2019-01-06 03:00:00,16,9,0.0,8.7,3,0,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,10,12,12,12,15,84,86,7.8,1015,12,7,110,7
2019-01-06 06:00:00,16,9,0.0,8.7,3,0,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,10,11,11,11,14,36,91,6.1,1016,10,7,87,6
2019-01-06 09:00:00,16,9,0.0,8.7,3,4,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,10,12,12,12,8,6,90,0.0,1018,11,10,97,5
2019-01-06 12:00:00,16,9,0.0,8.7,3,4,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,12,16,16,16,7,13,80,0.0,1014,15,10,157,6
2019-01-06 15:00:00,16,9,0.0,8.7,3,5,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,11,16,16,16,6,14,72,0.0,1016,15,10,245,6
2019-01-06 18:00:00,16,9,0.0,8.7,3,0,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,9,14,14,14,8,26,74,0.0,1021,13,10,222,2
2019-01-06 21:00:00,16,9,0.0,8.7,3,0,0,07:27 AM,05:46 PM,06:59 AM,04:59 PM,9,12,12,12,12,71,83,0.1,1022,12,10,152,2
2019-01-07 00:00:00,15,9,0.0,3.9,3,0,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,8,11,11,11,20,100,85,0.4,1022,10,10,104,2
2019-01-07 03:00:00,15,9,0.0,3.9,3,0,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,9,10,10,10,21,100,89,1.4,1022,9,8,94,0
2019-01-07 06:00:00,15,9,0.0,3.9,3,0,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,8,10,10,10,23,100,87,2.2,1023,9,8,90,3
2019-01-07 09:00:00,15,9,0.0,3.9,3,3,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,8,11,11,11,19,98,84,1.5,1023,11,9,90,7
2019-01-07 12:00:00,15,9,0.0,3.9,3,3,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,10,15,15,15,11,93,75,1.3,1023,14,7,104,7
2019-01-07 15:00:00,15,9,0.0,3.9,3,3,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,11,16,16,16,4,91,72,0.2,1022,15,3,172,1
2019-01-07 18:00:00,15,9,0.0,3.9,3,0,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,11,14,14,14,4,64,81,0.1,1022,14,7,269,2
2019-01-07 21:00:00,15,9,0.0,3.9,3,0,3,08:11 AM,06:39 PM,06:59 AM,05:00 PM,11,13,13,13,6,13,90,0.0,1022,12,10,323,4
2019-01-08 00:00:00,18,10,0.0,8.7,5,0,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,11,12,12,12,4,11,91,0.0,1022,11,10,224,4
2019-01-08 03:00:00,18,10,0.0,8.7,5,0,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,9,11,11,11,6,11,89,0.0,1021,10,10,117,3
2019-01-08 06:00:00,18,10,0.0,8.7,5,0,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,8,10,10,10,11,10,85,0.0,1021,10,10,348,5
2019-01-08 09:00:00,18,10,0.0,8.7,5,4,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,7,13,13,13,10,9,69,0.0,1022,12,10,354,4
2019-01-08 12:00:00,18,10,0.0,8.7,5,5,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,5,18,18,18,5,8,45,0.0,1021,17,10,295,2
2019-01-08 15:00:00,18,10,0.0,8.7,5,5,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,7,19,19,19,7,10,47,0.0,1018,18,10,184,5
2019-01-08 18:00:00,18,10,0.0,8.7,5,0,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,10,17,17,17,7,4,62,0.0,1019,16,10,183,3
2019-01-08 21:00:00,18,10,0.0,8.7,5,0,10,08:50 AM,07:34 PM,06:59 AM,05:00 PM,11,14,14,14,4,8,81,0.0,1020,13,10,148,3
2019-01-09 00:00:00,16,10,0.0,7.1,4,0,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,11,13,13,13,4,7,86,0.0,1021,12,10,84,3
2019-01-09 03:00:00,16,10,0.0,7.1,4,0,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,9,11,11,11,5,5,85,0.0,1021,11,10,27,3
2019-01-09 06:00:00,16,10,0.0,7.1,4,0,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,8,10,10,10,7,12,84,0.0,1021,10,10,25,3
2019-01-09 09:00:00,16,10,0.0,7.1,4,3,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,8,13,13,13,6,41,75,0.0,1020,12,10,68,3
2019-01-09 12:00:00,16,10,0.0,7.1,4,5,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,9,16,16,16,4,71,61,0.0,1019,16,10,178,6
2019-01-09 15:00:00,16,10,0.0,7.1,4,4,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,10,16,16,16,13,59,66,0.0,1020,16,10,247,9
2019-01-09 18:00:00,16,10,0.0,7.1,4,0,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,11,14,14,14,17,58,79,0.0,1020,14,10,293,8
2019-01-09 21:00:00,16,10,0.0,7.1,4,0,18,09:26 AM,08:28 PM,06:59 AM,05:01 PM,11,13,13,13,5,11,87,0.0,1020,12,10,261,2
2019-01-10 00:00:00,17,10,0.0,8.7,4,0,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,11,12,12,12,4,13,93,0.0,1021,11,10,194,1
2019-01-10 03:00:00,17,10,0.0,8.7,4,0,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,10,11,11,11,3,3,93,0.0,1021,10,10,349,0
2019-01-10 06:00:00,17,10,0.0,8.7,4,0,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,9,10,10,10,4,0,90,0.0,1020,10,10,346,3
2019-01-10 09:00:00,17,10,0.0,8.7,4,4,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,9,12,12,12,4,0,82,0.0,1021,12,10,308,3
2019-01-10 12:00:00,17,10,0.0,8.7,4,5,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,9,16,16,16,5,6,66,0.0,1020,15,10,216,3
2019-01-10 15:00:00,17,10,0.0,8.7,4,5,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,11,17,17,17,11,11,68,0.0,1019,16,10,233,2
2019-01-10 18:00:00,17,10,0.0,8.7,4,0,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,12,14,14,14,11,3,84,0.0,1019,14,10,227,1
2019-01-10 21:00:00,17,10,0.0,8.7,4,0,25,09:59 AM,09:23 PM,06:59 AM,05:02 PM,11,13,13,13,6,6,90,0.0,1020,12,10,210,0
2019-01-11 00:00:00,16,10,0.0,7.1,4,0,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,10,12,12,12,4,3,93,0.0,1020,11,10,179,3
2019-01-11 03:00:00,16,10,0.0,7.1,4,0,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,10,11,11,11,3,16,93,0.0,1019,10,10,165,3
2019-01-11 06:00:00,16,10,0.0,7.1,4,0,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,9,11,11,11,2,61,90,0.0,1019,10,10,164,3
2019-01-11 09:00:00,16,10,0.0,7.1,4,4,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,10,13,13,13,3,63,82,0.0,1020,12,10,90,4
2019-01-11 12:00:00,16,10,0.0,7.1,4,4,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,10,16,16,16,8,43,68,0.0,1018,16,10,136,4
2019-01-11 15:00:00,16,10,0.0,7.1,4,5,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,9,16,16,16,14,59,62,0.0,1016,16,10,142,1
2019-01-11 18:00:00,16,10,0.0,7.1,4,0,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,9,14,14,14,13,5,71,0.0,1016,14,10,132,1
2019-01-11 21:00:00,16,10,0.0,7.1,4,0,32,10:30 AM,10:17 PM,06:59 AM,05:03 PM,10,13,13,13,13,12,81,0.0,1016,12,10,100,1
2019-01-12 00:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,10,13,13,13,19,38,84,0.1,1016,12,8,88,5
2019-01-12 03:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,10,12,12,12,24,75,89,3.4,1016,11,5,83,4
2019-01-12 06:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,11,12,12,12,26,89,95,6.7,1017,11,5,74,3
2019-01-12 09:00:00,15,11,0.0,5.5,3,3,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,11,13,13,13,23,75,88,0.4,1016,12,6,98,4
2019-01-12 12:00:00,15,11,0.0,5.5,3,4,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,10,15,15,15,18,64,69,0.3,1016,15,9,106,5
2019-01-12 15:00:00,15,11,0.0,5.5,3,4,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,9,15,15,15,11,15,66,0.0,1017,15,10,107,6
2019-01-12 18:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,9,14,14,14,6,37,76,0.2,1017,13,10,95,6
2019-01-12 21:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,9,13,13,13,2,79,81,0.5,1018,12,9,148,3
2019-01-13 00:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,12,12,12,2,52,82,0.3,1019,11,9,167,3
2019-01-13 03:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,10,10,10,3,10,83,0.0,1019,10,10,37,1
2019-01-13 06:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,7,9,9,9,8,8,84,0.0,1018,9,10,35,1
2019-01-13 09:00:00,16,9,0.0,7.1,4,4,47,11:30 AM,No moonset,06:59 AM,05:05 PM,7,12,12,12,8,7,75,0.0,1019,11,10,33,5
2019-01-13 12:00:00,16,9,0.0,7.1,4,3,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,16,16,16,4,32,60,0.0,1018,15,10,85,4
2019-01-13 15:00:00,16,9,0.0,7.1,4,4,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,16,16,16,7,80,61,0.0,1017,15,10,158,4
2019-01-13 18:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,14,14,14,8,61,72,0.0,1018,13,10,116,1
2019-01-13 21:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,13,13,13,13,10,77,0.0,1017,12,10,67,1
2019-01-14 00:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,12,12,12,17,8,75,0.0,1018,11,10,68,4
2019-01-14 03:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,12,12,12,23,9,72,0.0,1018,11,10,64,8
2019-01-14 06:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,11,11,11,29,30,73,0.0,1018,10,10,70,9
2019-01-14 09:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,11,11,11,28,73,74,3.1,1018,11,8,52,11
2019-01-14 12:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,12,12,12,27,100,73,9.7,1017,12,5,34,15
2019-01-14 15:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,13,13,13,27,100,73,11.9,1015,12,5,65,17
2019-01-14 18:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,9,12,12,12,22,90,83,9.6,1015,11,7,68,7
2019-01-14 21:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,10,10,11,10,22,75,85,0.5,1016,9,10,78,8
2019-01-15 00:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,8,10,8,19,67,88,0.3,1015,8,9,65,15
2019-01-15 03:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,13,13,13,19,39,91,0.0,1015,12,10,75,10
2019-01-15 06:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,12,12,12,12,24,58,96,0.0,1016,12,10,87,9
2019-01-15 09:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,10,12,12,12,27,82,92,0.1,1018,11,10,96,8
2019-01-15 12:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,9,14,14,14,31,100,77,0.6,1018,13,10,123,10
2019-01-15 15:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,10,14,14,14,32,100,79,1.6,1017,13,8,125,10
2019-01-15 18:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,14,14,14,36,100,84,2.5,1017,13,8,114,5
