date_time,"springfield,il_maxtempC","springfield,il_mintempC","springfield,il_totalSnow_cm","springfield,il_sunHour","springfield,il_uvIndex","springfield,il_uvIndex","springfield,il_moon_illumination","springfield,il_moonrise","springfield,il_moonset","springfield,il_sunrise","springfield,il_sunset","springfield,il_DewPointC","springfield,il_FeelsLikeC","springfield,il_HeatIndexC","springfield,il_WindChillC","springfield,il_WindGustKmph","springfield,il_cloudcover","springfield,il_humidity","springfield,il_precipMM","springfield,il_pressure","springfield,il_tempC","springfield,il_visibility","springfield,il_winddirDegree","springfield,il_windspeedKmph"
2019-02-24 18:00:00,1,-6,0.0,8.7,1,0,57,11:48 PM,09:54 AM,06:39 AM,05:45 PM,-7,-9,-2,-9,52,0,65,0.0,1023,-3,10,290,31
2019-02-24 21:00:00,1,-6,0.0,8.7,1,0,57,11:48 PM,09:54 AM,06:39 AM,05:45 PM,-8,-11,-4,-11,46,0,73,0.0,1026,-5,10,295,21
2019-02-25 00:00:00,4,-9,0.0,8.7,2,0,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-9,-13,-6,-13,40,1,76,0.0,1029,-7,10,296,21
2019-02-25 03:00:00,4,-9,0.0,8.7,2,0,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-11,-14,-7,-14,35,4,76,0.0,1031,-8,10,297,17
2019-02-25 06:00:00,4,-9,0.0,8.7,2,0,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-12,-13,-8,-13,25,3,72,0.0,1032,-9,10,309,13
2019-02-25 09:00:00,4,-9,0.0,8.7,2,2,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-17,-12,-7,-12,16,3,47,0.0,1034,-7,10,328,11
2019-02-25 12:00:00,4,-9,0.0,8.7,2,2,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-9,-3,1,-3,8,6,49,0.0,1029,1,10,343,14
2019-02-25 15:00:00,4,-9,0.0,8.7,2,2,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-10,-3,0,-3,4,7,48,0.0,1030,-1,10,305,13
2019-02-25 18:00:00,4,-9,0.0,8.7,2,0,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-9,-6,-2,-6,10,9,61,0.0,1031,-3,10,110,11
2019-02-25 21:00:00,4,-9,0.0,8.7,2,0,50,No moonrise,10:29 AM,06:38 AM,05:46 PM,-9,-9,-4,-9,17,9,68,0.0,1031,-5,10,48,12
2019-02-26 00:00:00,0,-7,0.0,8.7,2,0,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-12,-10,-5,-10,19,8,59,0.0,1032,-6,10,53,14
2019-02-26 03:00:00,0,-7,0.0,8.7,2,0,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-13,-10,-5,-10,21,15,55,0.0,1033,-6,10,50,15
2019-02-26 06:00:00,0,-7,0.0,8.7,2,0,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-12,-12,-6,-12,25,54,61,0.0,1034,-7,10,48,17
2019-02-26 09:00:00,0,-7,0.0,8.7,2,1,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-11,-8,-3,-8,25,42,53,0.0,1032,-4,10,62,17
2019-02-26 12:00:00,0,-7,0.0,8.7,2,2,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-9,-5,-0,-5,21,21,53,0.0,1030,-1,10,81,19
2019-02-26 15:00:00,0,-7,0.0,8.7,2,2,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-7,-4,1,-4,17,31,60,0.0,1028,-0,10,90,21
2019-02-26 18:00:00,0,-7,0.0,8.7,2,0,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-5,-5,0,-5,23,29,67,0.0,1028,-1,10,66,16
2019-02-26 21:00:00,0,-7,0.0,8.7,2,0,42,12:51 AM,11:07 AM,06:36 AM,05:47 PM,-6,-6,-1,-6,27,16,68,0.0,1027,-2,10,69,15
2019-02-27 00:00:00,2,-3,0.0,4.2,2,0,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-5,-6,-1,-6,23,35,73,0.0,1026,-2,10,90,18
2019-02-27 03:00:00,2,-3,0.0,4.2,2,0,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-3,-5,-0,-5,16,82,77,0.0,1025,-1,10,69,18
2019-02-27 06:00:00,2,-3,0.0,4.2,2,0,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-2,-3,1,-3,13,100,81,0.0,1022,-0,10,256,14
2019-02-27 09:00:00,2,-3,0.0,4.2,2,1,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-3,-2,2,-2,18,84,76,0.0,1023,1,10,344,12
2019-02-27 12:00:00,2,-3,0.0,4.2,2,1,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-2,-1,3,-1,24,77,75,0.0,1022,2,10,330,13
2019-02-27 15:00:00,2,-3,0.0,4.2,2,1,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-4,-3,2,-3,26,72,69,0.0,1022,1,10,325,20
2019-02-27 18:00:00,2,-3,0.0,4.2,2,0,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-4,-5,0,-5,28,26,71,0.0,1022,-1,10,330,18
2019-02-27 21:00:00,2,-3,0.0,4.2,2,0,35,01:52 AM,11:48 AM,06:35 AM,05:48 PM,-6,-6,-1,-6,26,7,72,0.0,1023,-2,10,338,16
2019-02-28 00:00:00,0,-10,0.0,5.7,2,0,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-8,-10,-5,-10,24,11,80,0.0,1024,-6,10,353,14
2019-02-28 03:00:00,0,-10,0.0,5.7,2,0,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-10,-13,-7,-13,21,14,77,0.0,1025,-8,10,130,13
2019-02-28 06:00:00,0,-10,0.0,5.7,2,0,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-11,-12,-7,-12,19,11,71,0.0,1026,-8,10,28,10
2019-02-28 09:00:00,0,-10,0.0,5.7,2,2,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-12,-9,-4,-9,18,40,56,0.0,1027,-5,10,41,13
2019-02-28 12:00:00,0,-10,0.0,5.7,2,2,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-11,-5,-0,-5,14,81,46,0.0,1027,-1,10,49,17
2019-02-28 15:00:00,0,-10,0.0,5.7,2,1,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-10,-5,-1,-5,11,63,52,0.0,1023,-2,10,44,12
2019-02-28 18:00:00,0,-10,0.0,5.7,2,0,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-10,-7,-4,-7,10,43,52,0.0,1025,-6,10,28,12
2019-02-28 21:00:00,0,-10,0.0,5.7,2,0,27,02:48 AM,12:33 PM,06:33 AM,05:50 PM,-10,-10,-8,-10,11,25,53,0.0,1025,-10,10,28,12
2019-03-01 00:00:00,2,-8,0.0,8.7,2,0,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-10,-8,-4,-8,13,16,56,0.0,1025,-6,10,33,10
2019-03-01 03:00:00,2,-8,0.0,8.7,2,0,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-10,-9,-5,-9,14,17,66,0.0,1023,-6,10,36,9
2019-03-01 06:00:00,2,-8,0.0,8.7,2,0,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-11,-12,-7,-12,13,20,70,0.0,1023,-8,10,46,9
2019-03-01 09:00:00,2,-8,0.0,8.7,2,2,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-9,-9,-4,-9,12,46,63,0.0,1023,-5,10,72,13
2019-03-01 12:00:00,2,-8,0.0,8.7,2,2,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-8,-4,0,-4,12,60,54,0.0,1021,-1,10,103,13
2019-03-01 15:00:00,2,-8,0.0,8.7,2,2,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-5,-1,2,-1,8,49,59,0.0,1019,2,10,128,9
2019-03-01 18:00:00,2,-8,0.0,8.7,2,0,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-2,-2,2,-2,4,58,79,0.0,1013,1,10,51,10
2019-03-01 21:00:00,2,-8,0.0,8.7,2,0,26,03:39 AM,01:23 PM,06:32 AM,05:51 PM,-2,-4,0,-4,6,61,86,0.0,1012,-1,10,228,14
2019-03-02 00:00:00,0,-5,0.0,5.7,2,0,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-3,-8,-1,-8,9,32,86,0.0,1012,-2,10,277,24
2019-03-02 03:00:00,0,-5,0.0,5.7,2,0,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-4,-8,-3,-8,16,20,87,0.0,1019,-4,10,266,18
2019-03-02 06:00:00,0,-5,0.0,5.7,2,0,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-7,-9,-4,-9,22,34,80,0.0,1025,-5,10,295,16
2019-03-02 09:00:00,0,-5,0.0,5.7,2,2,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-8,-9,-3,-9,21,56,66,0.0,1027,-4,10,327,19
2019-03-02 12:00:00,0,-5,0.0,5.7,2,1,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-10,-10,-3,-10,21,83,57,0.0,1029,-4,10,343,22
2019-03-02 15:00:00,0,-5,0.0,5.7,2,1,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-8,-6,-1,-6,23,85,55,0.0,1027,-2,10,116,19
2019-03-02 18:00:00,0,-5,0.0,5.7,2,0,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-12,-4,-0,-4,21,80,57,0.0,1030,-3,10,3,20
2019-03-02 21:00:00,0,-5,0.0,5.7,2,0,19,04:25 AM,02:15 PM,06:30 AM,05:52 PM,-9,-7,-4,-7,21,66,65,0.0,1028,-7,10,240,17
2019-03-03 00:00:00,-7,-11,3.3,4.2,2,0,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-6,-9,-4,-9,22,46,74,0.0,1025,-6,10,122,19
2019-03-03 03:00:00,-7,-11,3.3,4.2,2,0,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-6,-10,-4,-10,24,70,86,0.0,1024,-5,10,8,23
2019-03-03 06:00:00,-7,-11,3.3,4.2,2,0,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-7,-13,-5,-13,26,95,91,0.1,1024,-6,7,238,24
2019-03-03 09:00:00,-7,-11,3.3,4.2,2,1,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-9,-16,-7,-16,31,100,88,1.1,1024,-8,3,355,26
2019-03-03 12:00:00,-7,-11,3.3,4.2,2,1,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-16,-16,-8,-16,30,100,58,2.0,1031,-9,2,351,22
2019-03-03 15:00:00,-7,-11,3.3,4.2,2,1,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-18,-14,-7,-14,27,85,42,0.8,1033,-8,7,340,20
2019-03-03 18:00:00,-7,-11,3.3,4.2,2,0,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-17,-13,-7,-13,30,81,44,0.1,1032,-8,9,329,18
2019-03-03 21:00:00,-7,-11,3.3,4.2,2,0,12,05:06 AM,03:11 PM,06:29 AM,05:53 PM,-18,-12,-7,-12,33,31,55,0.0,1029,-10,10,321,20
2019-03-04 00:00:00,-10,-18,0.0,7.2,2,0,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-19,-20,-12,-20,32,6,61,0.0,1028,-14,10,317,22
2019-03-04 03:00:00,-10,-18,0.0,7.2,2,0,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-20,-25,-15,-25,31,32,65,0.0,1028,-16,10,312,21
2019-03-04 06:00:00,-10,-18,0.0,7.2,2,0,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-21,-27,-17,-27,28,41,66,0.0,1029,-18,10,307,19
2019-03-04 09:00:00,-10,-18,0.0,7.2,2,2,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-22,-22,-14,-22,24,57,52,0.0,1032,-15,10,297,17
2019-03-04 12:00:00,-10,-18,0.0,7.2,2,1,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-20,-20,-12,-20,24,74,51,0.0,1031,-13,10,288,17
2019-03-04 15:00:00,-10,-18,0.0,7.2,2,1,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-18,-18,-10,-18,25,47,54,0.0,1027,-11,10,282,21
2019-03-04 18:00:00,-10,-18,0.0,7.2,2,0,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-16,-17,-10,-17,24,23,57,0.0,1026,-11,10,275,18
2019-03-04 21:00:00,-10,-18,0.0,7.2,2,0,4,05:42 AM,04:07 PM,06:27 AM,05:54 PM,-17,-20,-13,-20,23,13,65,0.0,1028,-14,10,264,14
2019-03-05 00:00:00,-6,-17,0.0,4.2,2,0,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-17,-21,-13,-21,25,18,69,0.0,1027,-14,10,264,17
2019-03-05 03:00:00,-6,-17,0.0,4.2,2,0,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-18,-23,-15,-23,28,21,73,0.0,1028,-16,10,265,20
2019-03-05 06:00:00,-6,-17,0.0,4.2,2,0,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-19,-25,-16,-25,31,63,74,0.0,1029,-17,10,266,18
2019-03-05 09:00:00,-6,-17,0.0,4.2,2,1,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-16,-19,-11,-19,31,95,66,0.0,1034,-12,10,283,15
2019-03-05 12:00:00,-6,-17,0.0,4.2,2,1,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-14,-13,-6,-13,31,94,57,0.1,1036,-7,10,296,14
2019-03-05 15:00:00,-6,-17,0.0,4.2,2,1,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-14,-11,-5,-11,31,70,51,0.0,1036,-6,10,301,15
2019-03-05 18:00:00,-6,-17,0.0,4.2,2,0,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-13,-12,-6,-12,30,74,55,0.0,1035,-7,10,298,15
2019-03-05 21:00:00,-6,-17,0.0,4.2,2,0,0,06:14 AM,05:05 PM,06:26 AM,05:55 PM,-14,-13,-7,-13,29,36,57,0.0,1031,-8,10,292,17
2019-03-06 00:00:00,-3,-13,0.0,8.7,2,0,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-14,-16,-8,-16,27,21,62,0.0,1030,-9,10,296,19
2019-03-06 03:00:00,-3,-13,0.0,8.7,2,0,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-15,-18,-11,-18,22,13,72,0.0,1032,-12,10,290,16
2019-03-06 06:00:00,-3,-13,0.0,8.7,2,0,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-15,-19,-12,-19,19,2,77,0.0,1034,-13,10,266,13
2019-03-06 09:00:00,-3,-13,0.0,8.7,2,2,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-16,-16,-9,-16,18,0,60,0.0,1034,-10,10,253,16
2019-03-06 12:00:00,-3,-13,0.0,8.7,2,2,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-15,-11,-4,-11,21,15,44,0.0,1033,-5,10,249,18
2019-03-06 15:00:00,-3,-13,0.0,8.7,2,2,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-12,-8,-2,-8,24,29,47,0.0,1031,-3,10,250,19
2019-03-06 18:00:00,-3,-13,0.0,8.7,2,0,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-11,-9,-4,-9,22,41,56,0.0,1029,-5,10,249,15
2019-03-06 21:00:00,-3,-13,0.0,8.7,2,0,0,06:44 AM,06:02 PM,06:24 AM,05:56 PM,-12,-10,-5,-10,21,30,59,0.0,1030,-6,10,235,14
2019-03-07 00:00:00,0,-7,4.9,4.3,2,0,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-12,-10,-5,-10,19,39,61,0.0,1029,-6,10,239,14
2019-03-07 03:00:00,0,-7,4.9,4.3,2,0,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-11,-10,-6,-10,15,66,65,0.0,1029,-7,10,271,10
2019-03-07 06:00:00,0,-7,4.9,4.3,2,0,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-10,-10,-5,-10,12,84,68,0.0,1028,-6,10,115,8
2019-03-07 09:00:00,0,-7,4.9,4.3,2,1,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-9,-9,-4,-9,14,96,68,0.3,1026,-5,5,77,14
2019-03-07 12:00:00,0,-7,4.9,4.3,2,1,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-7,-5,-0,-5,15,100,64,1.7,1024,-1,2,111,13
2019-03-07 15:00:00,0,-7,4.9,4.3,2,1,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-7,-4,1,-4,20,100,54,1.8,1021,0,2,112,14
2019-03-07 18:00:00,0,-7,4.9,4.3,2,0,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-5,-4,0,-4,24,92,66,1.5,1021,-1,2,111,14
2019-03-07 21:00:00,0,-7,4.9,4.3,2,0,3,07:12 AM,07:01 PM,06:23 AM,05:57 PM,-4,-5,-1,-5,25,75,78,0.5,1023,-2,7,115,14
2019-03-08 00:00:00,4,-5,0.3,4.3,1,0,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-5,-6,-2,-6,24,78,83,0.0,1024,-3,10,115,13
2019-03-08 03:00:00,4,-5,0.3,4.3,1,0,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-6,-9,-3,-9,23,94,87,0.1,1025,-4,7,112,14
2019-03-08 06:00:00,4,-5,0.3,4.3,1,0,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-2,-7,-1,-7,21,100,94,0.2,1018,-2,5,104,14
2019-03-08 09:00:00,4,-5,0.3,4.3,1,1,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-1,-4,0,-4,18,86,93,0.1,1019,0,8,109,13
2019-03-08 12:00:00,4,-5,0.3,4.3,1,1,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-2,-3,2,-3,16,88,78,0.0,1025,1,10,107,13
2019-03-08 15:00:00,4,-5,0.3,4.3,1,1,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,0,0,4,0,17,93,78,0.0,1021,3,10,107,13
2019-03-08 18:00:00,4,-5,0.3,4.3,1,0,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-1,-2,2,-2,19,93,80,0.1,1023,2,10,104,14
2019-03-08 21:00:00,4,-5,0.3,4.3,1,0,10,07:39 AM,07:59 PM,06:21 AM,05:58 PM,-3,-4,0,-4,22,70,81,0.0,1026,-1,10,104,15
2019-03-09 00:00:00,6,-3,0.0,4.3,2,0,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,-4,-7,-1,-7,27,55,83,0.0,1025,-2,10,111,17
2019-03-09 03:00:00,6,-3,0.0,4.3,2,0,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,-2,-6,-1,-6,29,56,90,0.0,1019,-1,10,117,17
2019-03-09 06:00:00,6,-3,0.0,4.3,2,0,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,-1,-5,1,-5,35,86,92,0.0,1014,1,10,117,22
2019-03-09 09:00:00,6,-3,0.0,4.3,2,1,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,-2,-4,1,-4,44,100,87,0.7,1018,0,9,115,18
2019-03-09 12:00:00,6,-3,0.0,4.3,2,1,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,1,0,4,0,56,100,80,2.7,1011,4,8,126,19
2019-03-09 15:00:00,6,-3,0.0,4.3,2,2,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,3,3,7,3,47,100,81,5.3,1003,6,6,151,24
2019-03-09 18:00:00,6,-3,0.0,4.3,2,0,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,5,3,7,3,53,54,84,2.1,999,6,9,202,26
2019-03-09 21:00:00,6,-3,0.0,4.3,2,0,17,08:05 AM,08:58 PM,06:20 AM,05:59 PM,5,3,7,3,59,72,87,0.0,998,6,10,251,23
2019-03-10 00:00:00,5,-2,0.0,10.2,1,0,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,4,1,6,1,55,93,92,0.0,999,5,10,265,26
2019-03-10 03:00:00,5,-2,0.0,10.2,1,0,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,4,-1,4,-1,49,93,97,0.0,1000,4,10,266,24
2019-03-10 06:00:00,5,-2,0.0,10.2,1,0,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-1,-4,1,-4,42,80,86,0.0,1009,1,10,271,25
2019-03-10 09:00:00,5,-2,0.0,10.2,1,1,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-3,-5,1,-5,37,66,74,0.0,1017,1,10,277,27
2019-03-10 12:00:00,5,-2,0.0,10.2,1,2,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-2,-1,4,-1,34,40,65,0.0,1021,4,10,274,28
2019-03-10 15:00:00,5,-2,0.0,10.2,1,2,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-1,-2,4,-2,33,19,74,0.0,1015,3,10,280,31
2019-03-10 18:00:00,5,-2,0.0,10.2,1,0,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-1,-2,3,-2,29,12,67,0.0,1020,-1,10,296,21
2019-03-10 21:00:00,5,-2,0.0,10.2,1,0,24,08:33 AM,09:59 PM,06:18 AM,06:00 PM,-3,-5,0,-5,22,10,76,0.0,1023,-2,10,308,17
2019-03-11 00:00:00,2,-6,0.0,11.6,2,0,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-4,-7,-2,-7,18,7,85,0.0,1024,-3,10,313,16
2019-03-11 03:00:00,2,-6,0.0,11.6,2,0,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-5,-9,-3,-9,16,6,89,0.0,1024,-4,10,327,15
2019-03-11 06:00:00,2,-6,0.0,11.6,2,0,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-6,-10,-5,-10,12,4,91,0.0,1024,-6,10,335,14
2019-03-11 09:00:00,2,-6,0.0,11.6,2,2,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-5,-9,-4,-9,10,7,86,0.0,1023,-5,10,114,15
2019-03-11 12:00:00,2,-6,0.0,11.6,2,2,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-4,-5,0,-5,9,6,71,0.0,1024,-1,10,3,21
2019-03-11 15:00:00,2,-6,0.0,11.6,2,2,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-3,-2,3,-2,9,3,63,0.0,1025,2,10,227,18
2019-03-11 18:00:00,2,-6,0.0,11.6,2,0,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-3,-2,2,-2,10,1,69,0.0,1025,1,10,117,13
2019-03-11 21:00:00,2,-6,0.0,11.6,2,0,32,09:04 AM,11:01 PM,06:16 AM,06:01 PM,-5,-4,1,-4,13,0,60,0.0,1028,-3,10,71,8
